Store,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
1,11/7/20,2952.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/7/20,4830.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/7/20,4498.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/7/20,6251.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/7/20,4752.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/7/20,4553.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/7/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/7/20,4930.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/7/20,5329.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/7/20,6815.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/7/20,7082.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/6/20,10857.3,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,29/6/20,8765.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/6/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/6/20,2652.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/6/20,4356.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/6/20,4432.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/6/20,5293.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/6/20,4511.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/6/20,4543.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/6/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/6/20,3330,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/6/20,5426.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/6/20,5677.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/6/20,7624.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/6/20,6875.3,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/6/20,8924.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/6/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/6/20,2839.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/6/20,3900.9,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/6/20,4672,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/6/20,5546.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/6/20,4514.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/6/20,4317.8,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/6/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/6/20,2913.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/6/20,5439.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/6/20,6399,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/6/20,7358.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/6/20,7816.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/6/20,7299.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,31/5/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/5/20,3799.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,29/5/20,5003.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/5/20,4461.9,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/5/20,5610.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/5/20,5186.8,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/5/20,8,0,0,a,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/5/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/5/20,3013.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/5/20,5028.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/5/20,5982.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/5/20,7373.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/5/20,7034.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/5/20,8893.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/5/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/5/20,3122.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/5/20,5830.3,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/5/20,8,0,0,a,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/5/20,6236.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/5/20,4758.9,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/5/20,4981.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/5/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/5/20,3002.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/5/20,6315.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/5/20,5928.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/5/20,7221.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/5/20,6932.5,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/5/20,7599.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/5/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/5/20,3957,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/5/20,8,0,1,a,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/4/20,7580.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,29/4/20,7448.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/4/20,7555.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/4/20,7183.3,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/4/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/4/20,3215.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/4/20,4053.8,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/4/20,3954.8,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/4/20,5543.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/4/20,3628.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/4/20,4610.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/4/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/4/20,3380.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/4/20,5450.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/4/20,5916.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/4/20,7853.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/4/20,7233.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/4/20,7649.7,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/4/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/4/20,2936.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/4/20,4214.4,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/4/20,4180.3,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/4/20,5842.4,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/4/20,5054.8,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/4/20,8,0,0,b,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/4/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/4/20,4898.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/4/20,8,0,1,b,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/4/20,6792.8,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/4/20,7128.3,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,31/3/20,11125.7,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/3/20,9614.3,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,29/3/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/3/20,3320.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/3/20,4188,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/3/20,4311.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/3/20,5673,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/3/20,4887.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/3/20,4609.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/3/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/3/20,3222.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/3/20,5242.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/3/20,6318.7,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/3/20,7745.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/3/20,7110.7,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/3/20,7937.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/3/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/3/20,3091.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/3/20,3781,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/3/20,4479.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/3/20,5451.9,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/3/20,4512.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/3/20,4371.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/3/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/3/20,3540.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/3/20,5313.3,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/3/20,6093.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/3/20,7133.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/3/20,7279,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/3/20,7885.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/3/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/2/20,3343.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/2/20,4432.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/2/20,4446.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/2/20,5140.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/2/20,4138.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/2/20,4004.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/2/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/2/20,3313.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/2/20,5207.7,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/2/20,6434.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/2/20,6803.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/2/20,6732.3,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/2/20,8233.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/2/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/2/20,3097.9,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/2/20,4019.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/2/20,4149.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/2/20,5258.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/2/20,5126.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/2/20,4053.8,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/2/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/2/20,2576.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/2/20,5794,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/2/20,5810.5,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/2/20,7053.5,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/2/20,7528.7,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/2/20,8978.5,1,1,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/2/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,31/1/20,3381.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/1/20,6518.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,29/1/20,5260.5,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/1/20,6643.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/1/20,5791.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/1/20,6532.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/1/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/1/20,2840.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/1/20,3534.6,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/1/20,4108.8,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/1/20,4984.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/1/20,4358.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/1/20,4498.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/1/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/1/20,3179.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/1/20,6009.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/1/20,6399,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/1/20,7010.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/1/20,7096.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/1/20,7968.7,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/1/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/1/20,3334.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/1/20,5246.2,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/1/20,5778.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/1/20,6547.5,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/1/20,7373.6,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/1/20,8046.8,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/1/20,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/1/20,3453.2,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/1/20,4558.7,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/1/20,8,0,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,31/12/19,2503.9,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/12/19,6072.3,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,29/12/19,6606.9,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,28/12/19,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,27/12/19,4335.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,26/12/19,8,0,0,c,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,25/12/19,8,0,0,c,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,24/12/19,2688.7,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,23/12/19,8320.7,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,22/12/19,9937.7,1,0,d,1,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,21/12/19,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,20/12/19,5016.3,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,19/12/19,8339.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,18/12/19,8936.7,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,17/12/19,10309.5,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,16/12/19,10456.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,15/12/19,11468.9,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,14/12/19,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,13/12/19,3720.5,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,12/12/19,4855.7,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,11/12/19,5099.9,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,10/12/19,6421,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,9/12/19,5798.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,8/12/19,5311.1,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,7/12/19,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,6/12/19,3213.4,1,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,5/12/19,7031.5,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,4/12/19,7335.1,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,3/12/19,8294.3,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,2/12/19,8438.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,1/12/19,9549.4,1,1,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
1,30/11/19,8,0,0,d,0,a,a,570,11,2012,1,13,2015,"Jan,Apr,Jul,Oct"
